news_date	news_time	news_source	news_category	news_corp_select	news_poli_select	news_titles	news_urls		
16/06/2026	10:00	FireAnt	Tài Chính-Ngân Hàng			Ngân hàng Nhà nước hút về lượng lớn tiền VND khi lãi suất liên ngân hàng duy trì ở mức thấp	https://fireant.vn/bai-viet/ngan-hang-nha-nuoc-hut-ve-luong-lon-tien-vnd-khi-lai-suat-lien-ngan-hang-duy-tri-o-muc-thap/40469379		
16/06/2026	10:00	FireAnt	Khác		TAKE	Nghỉ hưu năm 2026, đóng BHXH 26 năm, lương hưu mỗi tháng người lao động nhận được sẽ thay đổi ra sao từ 1/7?	https://fireant.vn/bai-viet/nghi-huu-nam-2026-dong-bhxh-26-nam-luong-huu-moi-thang-nguoi-lao-dong-nhan-duoc-se-thay-doi-ra-sao-tu-17/40469169		https://fireant.vn/bai-viet/nghi-huu-nam-2026-dong-bhxh-26-nam-luong-huu-moi-thang-nguoi-lao-dong-nhan-duoc-se-thay-doi-ra-sao-tu-17/40469169
16/06/2026	10:00	FireAnt	Tài Chính-Ngân Hàng			Ngành tài chính thay thế, kinh nghiệm từ Thái Lan và những gợi mở cho Việt Nam	https://fireant.vn/bai-viet/nganh-tai-chinh-thay-the-kinh-nghiem-tu-thai-lan-va-nhung-goi-mo-cho-viet-nam/40469078		
16/06/2026	9:57	Nhandan	Khác			Tổ tàu SE4 kịp thời trao trả tài sản giá trị cho hành khách bỏ quên	https://nhandan.vn/to-tau-se4-kip-thoi-trao-tra-tai-san-gia-tri-cho-hanh-khach-bo-quen-post969401.html		
16/06/2026	9:53	Nhandan	Khác			Triển khai thống nhất, đồng bộ định hướng lập pháp nhiệm kỳ Quốc hội khóa XVI	https://nhandan.vn/trien-khai-thong-nhat-dong-bo-dinh-huong-lap-phap-nhiem-ky-quoc-hoi-khoa-xvi-post969398.html		
16/06/2026	9:42	BaoDautu	Khác			Ngôi sao Hanel - Cú hích cho phong trào đổi mới sáng tạo ở Hanel	https://baodautu.vn/ngoi-sao-hanel---cu-hich-cho-phong-trao-doi-moi-sang-tao-o-hanel-d621315.html		
16/06/2026	9:37	TinNhanhCK	Chứng Khoán		TAKE	“Chứng khoán hóa” để gọi vốn đầu tư nhà cho thuê	https://www.tinnhanhchungkhoan.vn/chung-khoan-hoa-de-goi-von-dau-tu-nha-cho-thue-post392457.html		https://www.tinnhanhchungkhoan.vn/chung-khoan-hoa-de-goi-von-dau-tu-nha-cho-thue-post392457.html
16/06/2026	9:35	TinNhanhCK	Chứng Khoán			HDBank (HDB) chào bán gần 53,1 triệu trái phiếu trong đợt 2	https://www.tinnhanhchungkhoan.vn/hdbank-hdb-chao-ban-gan-531-trieu-trai-phieu-trong-dot-2-post392458.html		
16/06/2026	9:33	TinNhanhCK	Chứng Khoán			Doanh nghiệp địa ốc phía Nam cạnh tranh khốc liệt	https://www.tinnhanhchungkhoan.vn/doanh-nghiep-dia-oc-phia-nam-canh-tranh-khoc-liet-post392461.html		
16/06/2026	9:33	TinNhanhCK	Chứng Khoán			Định hình lối đi riêng trong cuộc đua AI	https://www.tinnhanhchungkhoan.vn/dinh-hinh-loi-di-rieng-trong-cuoc-dua-ai-post392459.html		
16/06/2026	9:32	TinNhanhCK	Chứng Khoán			Hải trình của “đại sứ mềm” nơi đầu sóng - Bài cuối: Những cột mốc không mang tọa độ	https://www.tinnhanhchungkhoan.vn/hai-trinh-cua-dai-su-mem-noi-dau-song-bai-cuoi-nhung-cot-moc-khong-mang-toa-do-post392462.html		
16/06/2026	9:23	Viettimes	Kinh Tế			Giá vàng SJC tiếp đà tăng phiên thứ 4 liên tiếp	https://viettimes.vn/gia-vang-sjc-tiep-da-tang-phien-thu-4-lien-tiep-post201570.html		
16/06/2026	9:22	TinNhanhCK	Chứng Khoán			Thủ đoạn lừa gần 14.000 nhà đầu tư của Công ty Bất động sản Nhật Nam	https://www.tinnhanhchungkhoan.vn/thu-doan-lua-gan-14000-nha-dau-tu-cua-cong-ty-bat-dong-san-nhat-nam-post392460.html		
16/06/2026	9:22	TinNhanhCK	Chứng Khoán			Giữ nguồn lực quý cho ngành đóng tàu quốc gia - Bài cuối: Mắt xích không thể thiếu của chiến lược kinh tế biển	https://www.tinnhanhchungkhoan.vn/giu-nguon-luc-quy-cho-nganh-dong-tau-quoc-gia-bai-cuoi-mat-xich-khong-the-thieu-cua-chien-luoc-kinh-te-bien-post392456.html		
16/06/2026	9:15	Vietstock	Doanh Nghiệp			PNJ lần thứ ba liên tiếp vào danh sách Fortune 500 Đông Nam Á	http://vietstock.vn/2026/06/pnj-lan-thu-ba-lien-tiep-vao-danh-sach-fortune-500-dong-nam-a-737-1454549.htm		
16/06/2026	9:14	TinNhanhCK	Chứng Khoán			Giải bài toán giảm lãi vay mua nhà	https://www.tinnhanhchungkhoan.vn/giai-bai-toan-giam-lai-vay-mua-nha-post392182.html		
16/06/2026	9:11	BaoDautu	Thế Giới			Khuyến khích tận dụng đất, đá thải trong khai thác khoáng sản để sản xuất vật liệu xây dựng	https://baodautu.vn/khuyen-khich-tan-dung-dat-da-thai-trong-khai-thac-khoang-san-de-san-xuat-vat-lieu-xay-dung-d621246.html		
16/06/2026	9:10	Vietstock	Doanh Nghiệp	TAKE		Cảng Quy Nhơn chốt chia cổ tức 14%	http://vietstock.vn/2026/06/cang-quy-nhon-chot-chia-co-tuc-14-738-1454303.htm	http://vietstock.vn/2026/06/cang-quy-nhon-chot-chia-co-tuc-14-738-1454303.htm	
16/06/2026	9:08	BaoDautu	Khác			Nhà ở riêng lẻ từ 7 tầng trở lên phải có hồ sơ thiết kế	https://baodautu.vn/nha-o-rieng-le-tu-7-tang-tro-len-phai-co-ho-so-thiet-ke-d621245.html		
16/06/2026	9:08	BaoDautu	Khác		TAKE	Rà soát 3 dự án luật lĩnh vực tư pháp	https://baodautu.vn/ra-soat-3-du-an-luat-linh-vuc-tu-phap-d621278.html		https://baodautu.vn/ra-soat-3-du-an-luat-linh-vuc-tu-phap-d621278.html
16/06/2026	9:07	Vietstock	Tài Chính-Ngân Hàng		TAKE	Tài sản mã hóa: Định danh, định quyền và tấm khiên bảo vệ nhà đầu tư	http://vietstock.vn/2026/06/tai-san-ma-hoa-dinh-danh-dinh-quyen-va-tam-khien-bao-ve-nha-dau-tu-16312-1454268.htm		http://vietstock.vn/2026/06/tai-san-ma-hoa-dinh-danh-dinh-quyen-va-tam-khien-bao-ve-nha-dau-tu-16312-1454268.htm
16/06/2026	9:07	Vietstock	Chứng Khoán			Lãnh đạo mua bán cổ phiếu: Giao dịch đáng chú ý tại TCI và VIW	http://vietstock.vn/2026/06/lanh-dao-mua-ban-co-phieu-giao-dich-dang-chu-y-tai-tci-va-viw-739-1454243.htm		
16/06/2026	9:03	Baochinhphu	Thế Giới			Thẩm quyền duyệt dự toán sửa chữa công trình dưới 500 triệu	https://baochinhphu.vn/tham-quyen-duyet-du-toan-sua-chua-cong-trinh-duoi-500-trieu-102260611154346756.htm		
16/06/2026	9:03	BaoDautu	Khác			Quảng Ngãi tháo gỡ vướng mắc cho 2 dự án VSIP gần 1.100 ha	https://baodautu.vn/quang-ngai-thao-go-vuong-mac-cho-2-du-an-vsip-gan-1100-ha-d621256.html		
16/06/2026	9:00	Vneconomy	Doanh Nghiệp		TAKE	Dat Bike ERA: Khi xe điện không còn đi kèm những sự đánh đổi	https://vneconomy.vn/dat-bike-era-khi-xe-dien-khong-con-di-kem-nhung-su-danh-doi.htm		https://vneconomy.vn/dat-bike-era-khi-xe-dien-khong-con-di-kem-nhung-su-danh-doi.htm
16/06/2026	8:59	Vneconomy	Khác			Quảng Trị: Khu công nghiệp Quán Ngang thu hút gần 27.000 tỷ đồng vốn đầu tư	https://vneconomy.vn/quang-tri-khu-cong-nghiep-quan-ngang-thu-hut-gan-27000-ty-dong-von-dau-tu.htm		
16/06/2026	8:59	Vneconomy	Khác			TP. Hồ Chí Minh tìm phương án kiến trúc tối ưu cho cầu Thủ Thiêm 4	https://vneconomy.vn/tp-ho-chi-minh-tim-phuong-an-kien-truc-toi-uu-cho-cau-thu-thiem-4.htm		
16/06/2026	8:59	BaoDautu	Bất Động Sản			Đầu tư bất động sản 2026: Khi niềm tin được định vị bằng pháp lý và giá trị khai thác hiệu quả	https://baodautu.vn/dau-tu-bat-dong-san-2026-khi-niem-tin-duoc-dinh-vi-bang-phap-ly-va-gia-tri-khai-thac-hieu-qua-d621287.html		
16/06/2026	8:56	TinNhanhCK	Tài Chính-Ngân Hàng	TAKE		Hải Phát Invest (HPX) củng cố nền tảng tài chính, gia tăng dư địa tăng trưởng	https://www.tinnhanhchungkhoan.vn/hai-phat-invest-hpx-cung-co-nen-tang-tai-chinh-gia-tang-du-dia-tang-truong-post392455.html	https://www.tinnhanhchungkhoan.vn/hai-phat-invest-hpx-cung-co-nen-tang-tai-chinh-gia-tang-du-dia-tang-truong-post392455.html	
16/06/2026	8:38	BaoDautu	Kinh Tế			Giữ nguồn lực quý cho ngành đóng tàu quốc gia - Bài cuối: Mắt xích không thể thiếu của chiến lược kinh tế biển	https://baodautu.vn/giu-nguon-luc-quy-cho-nganh-dong-tau-quoc-gia---bai-cuoi-mat-xich-khong-the-thieu-cua-chien-luoc-kinh-te-bien-d620144.html		
16/06/2026	8:36	Vietstock	Kinh Tế			Hà Nội ban hành loạt nghị quyết mới, khó, chưa có tiền lệ	http://vietstock.vn/2026/06/ha-noi-ban-hanh-loat-nghi-quyet-moi-kho-chua-co-tien-le-761-1454557.htm		
16/06/2026	8:31	Vietstock	Tài Chính-Ngân Hàng			Ngân hàng hạ giá mạnh 43% giá khởi điểm gần 8ha đất giáo dục	http://vietstock.vn/2026/06/ngan-hang-ha-gia-manh-43-gia-khoi-diem-gan-8ha-dat-giao-duc-757-1454554.htm		
16/06/2026	8:28	BaoDautu	Bất Động Sản			Thủ đoạn lừa gần 14.000 nhà đầu tư của Công ty Bất động sản Nhật Nam	https://baodautu.vn/thu-doan-lua-gan-14000-nha-dau-tu-cua-cong-ty-bat-dong-san-nhat-nam-d617750.html		
16/06/2026	8:24	BaoDautu	Bất Động Sản			Doanh nghiệp địa ốc phía Nam cạnh tranh khốc liệt	https://baodautu.vn/doanh-nghiep-dia-oc-phia-nam-canh-tranh-khoc-liet-d611764.html		
16/06/2026	8:20	Vietstock	Bất Động Sản			Bong bóng bất động sản - Phần 2: Khi giá nhà vượt xa thu nhập	http://vietstock.vn/2026/06/bong-bong-bat-dong-san-phan-2-khi-gia-nha-vuot-xa-thu-nhap-4220-1454550.htm		
16/06/2026	8:12	BaoDautu	Chứng Khoán			“Chứng khoán hóa” để gọi vốn đầu tư nhà cho thuê	https://baodautu.vn/chung-khoan-hoa-de-goi-von-dau-tu-nha-cho-thue-d615508.html		
16/06/2026	8:10	Baochinhphu	Chính Sách-Chính Phủ			Cổng Thông tin điện tử Chính phủ trọng thể kỷ niệm 20 năm Ngày hòa mạng Internet toàn cầu	https://baochinhphu.vn/truc-tiep-cong-thong-tin-dien-tu-chinh-phu-trong-the-ky-niem-20-nam-ngay-hoa-mang-internet-toan-cau-102260615111259117.htm		
16/06/2026	8:10	Vneconomy	Chứng Khoán			Cổ phiếu SpaceX tiếp tục tăng nóng, vốn hóa vượt 2,5 nghìn tỷ USD	https://vneconomy.vn/co-phieu-spacex-tiep-tuc-tang-nong-von-hoa-vuot-25-nghin-ty-usd.htm		
16/06/2026	8:10	Vneconomy	Chứng Khoán			Chứng khoán Mỹ lập kỷ lục mới, giá dầu xuống đáy 3 tháng	https://vneconomy.vn/chung-khoan-my-lap-ky-luc-moi-gia-dau-xuong-day-3-thang.htm		
16/06/2026	8:09	Vietstock	Doanh Nghiệp			Biến động cơ cấu sở hữu chủ đầu tư River Collection	http://vietstock.vn/2026/06/bien-dong-co-cau-so-huu-chu-dau-tu-river-collection-4222-1454541.htm		
16/06/2026	8:05	Nhandan	Thế Giới			Phát huy lợi thế, xây dựng thương hiệu quốc gia	https://nhandan.vn/phat-huy-loi-the-xay-dung-thuong-hieu-quoc-gia-post969392.html		
16/06/2026	8:02	Baochinhphu	Khác			Học liên thông, trường hợp nào được giảm học phí?	https://baochinhphu.vn/hoc-lien-thong-truong-hop-nao-duoc-giam-hoc-phi-102260615164505535.htm		
16/06/2026	8:00	Vneconomy	Bất Động Sản			Cộng đồng trí thức Cần Thơ hội tụ tại Nam Long II Central Lake	https://vneconomy.vn/cong-dong-tri-thuc-can-tho-hoi-tu-tai-nam-long-ii-central-lake.htm		
16/06/2026	8:00	TinNhanhCK	Chứng Khoán	TAKE		Công ty Cổ phần Chứng khoán TP.HCM (HSC) thông báo về việc chào bán 18 mã chứng quyền có bảo đảm (kỳ 2)	https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-chung-khoan-tphcm-hsc-thong-bao-ve-viec-chao-ban-18-ma-chung-quyen-co-bao-dam-ky-2-post392434.html	https://www.tinnhanhchungkhoan.vn/cong-ty-co-phan-chung-khoan-tphcm-hsc-thong-bao-ve-viec-chao-ban-18-ma-chung-quyen-co-bao-dam-ky-2-post392434.html	
16/06/2026	8:00	BaoDautu	Thế Giới			Lộ diện biểu tượng đô thị biển mới tại Hạ Long	https://baodautu.vn/lo-dien-bieu-tuong-do-thi-bien-moi-tai-ha-long-d620870.html		
16/06/2026	7:59	BaoDautu	Khác			“Cú hích" mới từ metro: Happy One Mori nắm giữ lợi thế kép đón sóng an cư và đầu tư	https://baodautu.vn/cu-hich-moi-tu-metro-happy-one-mori-nam-giu-loi-the-kep-don-song-an-cu-va-dau-tu-d621192.html		
16/06/2026	7:55	TinNhanhCK	Tài Chính-Ngân Hàng			Hơn 143.000 tỷ đồng tiền gửi tổ chức quay trở lại hệ thống ngân hàng	https://www.tinnhanhchungkhoan.vn/hon-143000-ty-dong-tien-gui-to-chuc-quay-tro-lai-he-thong-ngan-hang-post392454.html		
16/06/2026	7:48	TinNhanhCK	Chứng Khoán		TAKE	Mặt bằng lãi suất cho vay mua nhà sẽ giảm nhiệt	https://www.tinnhanhchungkhoan.vn/mat-bang-lai-suat-cho-vay-mua-nha-se-giam-nhiet-post392372.html		https://www.tinnhanhchungkhoan.vn/mat-bang-lai-suat-cho-vay-mua-nha-se-giam-nhiet-post392372.html
16/06/2026	7:47	Baochinhphu	Thế Giới			Bình Điền đưa giải pháp dinh dưỡng khoa học đến vùng điều Campuchia	https://baochinhphu.vn/binh-dien-dua-giai-phap-dinh-duong-khoa-hoc-den-vung-dieu-campuchia-102260616063935941.htm		
16/06/2026	7:47	Vietstock	Kinh Tế			Nhiều quy định mới về hợp đồng xây dựng có hiệu lực từ 1/7	http://vietstock.vn/2026/06/nhieu-quy-dinh-moi-ve-hop-dong-xay-dung-co-hieu-luc-tu-17-768-1454544.htm		
16/06/2026	7:45	Vneconomy	Chứng Khoán			Giới chuyên gia cảnh báo cú sốc giá dầu chưa thể kết thúc ngay	https://vneconomy.vn/gioi-chuyen-gia-canh-bao-cu-soc-gia-dau-chua-the-ket-thuc-ngay.htm		
16/06/2026	7:45	TinNhanhCK	Chứng Khoán			Cà phê Việt tìm đường vào thị trường tỷ dân	https://www.tinnhanhchungkhoan.vn/ca-phe-viet-tim-duong-vao-thi-truong-ty-dan-post392453.html		
16/06/2026	7:45	TinNhanhCK	Chứng Khoán			Tăng tốc giải phóng mặt bằng vũng quay tàu dự án Khu bến cảng Mỹ Thủy	https://www.tinnhanhchungkhoan.vn/tang-toc-giai-phong-mat-bang-vung-quay-tau-du-an-khu-ben-cang-my-thuy-post392452.html		
16/06/2026	7:44	Viettimes	Khác			Lắp ghế trẻ em trên ô tô thế nào để không bị phạt?	https://viettimes.vn/lap-ghe-tre-em-tren-o-to-the-nao-de-khong-bi-phat-post201557.html		
16/06/2026	7:44	TinNhanhCK	Chứng Khoán			Quảng Trị: Khu công nghiệp Quán Ngang đã thu hút đầu tư gần 27.000 tỷ đồng	https://www.tinnhanhchungkhoan.vn/quang-tri-khu-cong-nghiep-quan-ngang-da-thu-hut-dau-tu-gan-27000-ty-dong-post392451.html		
16/06/2026	7:37	TinNhanhCK	Chứng Khoán			Cú sốc dầu mỏ vẫn chưa kết thúc?	https://www.tinnhanhchungkhoan.vn/cu-soc-dau-mo-van-chua-ket-thuc-post392447.html		
16/06/2026	7:34	Viettimes	Kinh Tế			Hé lộ 5 công ty con VinEnergo: Chung ngành nghề kinh doanh, do một CEO điều hành	https://viettimes.vn/he-lo-5-cong-ty-con-vinenergo-chung-nganh-nghe-kinh-doanh-do-mot-ceo-dieu-hanh-post201550.html		
16/06/2026	7:32	TinNhanhCK	Tài Chính-Ngân Hàng			Lộc Trời (LTG) đã chọn được đơn vị kiểm toán báo cáo tài chính năm 2024	https://www.tinnhanhchungkhoan.vn/loc-troi-ltg-da-chon-duoc-don-vi-kiem-toan-bao-cao-tai-chinh-nam-2024-post392443.html		
16/06/2026	7:30	TinNhanhCK	Chứng Khoán			Cao su Phước Hoà (PHR) sắp phát hành thêm gần 108,4 triệu cổ phiếu	https://www.tinnhanhchungkhoan.vn/cao-su-phuoc-hoa-phr-sap-phat-hanh-them-gan-1084-trieu-co-phieu-post392448.html		
16/06/2026	7:29	TinNhanhCK	Chứng Khoán			Đầu tư hội nhập Toàn Cầu bị phạt liên quan vi phạm nghĩa vụ công bố thông tin về trái phiếu	https://www.tinnhanhchungkhoan.vn/dau-tu-hoi-nhap-toan-cau-bi-phat-lien-quan-vi-pham-nghia-vu-cong-bo-thong-tin-ve-trai-phieu-post392446.html		
16/06/2026	7:27	BaoDautu	Khác			Quảng Trị: Khu công nghiệp Quán Ngang đã thu hút đầu tư gần 27.000 tỷ đồng	https://baodautu.vn/quang-tri-khu-cong-nghiep-quan-ngang-da-thu-hut-dau-tu-gan-27000-ty-dong-d621168.html		
16/06/2026	7:25	Vneconomy	Chứng Khoán			Lực tăng của giá vàng yếu đi về cuối phiên, SPDR Gold Trust bán ròng	https://vneconomy.vn/luc-tang-cua-gia-vang-yeu-di-ve-cuoi-phien-spdr-gold-trust-ban-rong.htm		
16/06/2026	7:25	Nhandan	Khác			Hoạt động của lãnh đạo Đảng, Nhà nước ngày 15/6	https://nhandan.vn/hoat-dong-cua-lanh-dao-dang-nha-nuoc-ngay-156-post969383.html		
16/06/2026	7:25	TinNhanhCK	Chứng Khoán			Chứng khoán Bảo Việt (BVS) công bố thông tin về nhân sự	https://www.tinnhanhchungkhoan.vn/chung-khoan-bao-viet-bvs-cong-bo-thong-tin-ve-nhan-su-post392445.html		
16/06/2026	7:21	TinNhanhCK	Chứng Khoán			Newcity Group ra mắt Trung tâm Đào tạo công nghệ ô tô NSA	https://www.tinnhanhchungkhoan.vn/newcity-group-ra-mat-trung-tam-dao-tao-cong-nghe-o-to-nsa-post392449.html		
16/06/2026	7:19	BaoDautu	Khác			Tăng tốc giải phóng mặt bằng vũng quay tàu dự án Khu bến cảng Mỹ Thủy	https://baodautu.vn/tang-toc-giai-phong-mat-bang-vung-quay-tau-du-an-khu-ben-cang-my-thuy-d621167.html		
16/06/2026	7:17	TinNhanhCK	Chứng Khoán			Báo chí chính thống: Kênh thông tin dẫn dắt dòng tiền đầu tư	https://www.tinnhanhchungkhoan.vn/bao-chi-chinh-thong-kenh-thong-tin-dan-dat-dong-tien-dau-tu-post392304.html		
16/06/2026	7:15	Vneconomy	Tài Chính-Ngân Hàng			Triển vọng thỏa thuận Mỹ – Iran và giá vàng năm 2026	https://vneconomy.vn/trien-vong-thoa-thuan-my-iran-va-gia-vang-nam-2026.htm		
16/06/2026	7:15	TinNhanhCK	Chứng Khoán			Trước thềm nâng hạng, nhà đầu tư ngoại tìm gì?	https://www.tinnhanhchungkhoan.vn/truoc-them-nang-hang-nha-dau-tu-ngoai-tim-gi-post392334.html		
16/06/2026	7:12	Vietstock	Kinh Tế			Khuyến khích tận dụng đất, đá thải trong khai thác, chế biến khoáng sản để sản xuất vật liệu xây dựng	http://vietstock.vn/2026/06/khuyen-khich-tan-dung-dat-da-thai-trong-khai-thac-che-bien-khoang-san-de-san-xuat-vat-lieu-xay-dung-768-1454543.htm		
16/06/2026	7:10	TinNhanhCK	Chứng Khoán			Cách doanh nghiệp ứng xử sau cú sốc pháp lý	https://www.tinnhanhchungkhoan.vn/cach-doanh-nghiep-ung-xu-sau-cu-soc-phap-ly-post392404.html		
16/06/2026	7:10	TinNhanhCK	Chứng Khoán			PTM trước bước ngoặt HOSE: Kỳ vọng cú huých tăng trưởng	https://www.tinnhanhchungkhoan.vn/ptm-truoc-buoc-ngoat-hose-ky-vong-cu-huych-tang-truong-post392391.html		
16/06/2026	7:03	Vneconomy	Tài Chính-Ngân Hàng			Ông Phạm Hồng Hải được bổ nhiệm làm Phó Tổng giám đốc Ngân hàng UOB Việt Nam	https://vneconomy.vn/ong-pham-hong-hai-duoc-bo-nhiem-lam-pho-tong-giam-doc-ngan-hang-uob-viet-nam.htm		
16/06/2026	7:01	Baochinhphu	Khác			Xác định thời điểm bàn giao công trình đưa vào sử dụng	https://baochinhphu.vn/xac-dinh-thoi-diem-ban-giao-cong-trinh-dua-vao-su-dung-102260615170254489.htm		
16/06/2026	6:55	Nhandan	Tài Chính-Ngân Hàng			Trẻ em bước vào đời sống tài chính ngày càng sớm	https://nhandan.vn/tre-em-buoc-vao-doi-song-tai-chinh-ngay-cang-som-post969380.html		
16/06/2026	6:55	Nhandan	Khác			Mở rộng Khu Công nghệ cao Thành phố Hồ Chí Minh	https://nhandan.vn/mo-rong-khu-cong-nghe-cao-thanh-pho-ho-chi-minh-post969381.html		
16/06/2026	6:42	Nhandan	Khác			Thủ tướng Lê Minh Hưng lên đường dự Hội nghị cấp cao Kỷ niệm 35 năm quan hệ ASEAN-Nga và có các hoạt động song phương tại Kazan, Liên bang Nga	https://nhandan.vn/thu-tuong-le-minh-hung-len-duong-du-hoi-nghi-cap-cao-ky-niem-35-nam-quan-he-asean-nga-va-co-cac-hoat-dong-song-phuong-tai-kazan-lien-bang-nga-post969379.html		
16/06/2026	6:26	Nhandan	Khác			“Cao sơn ngọc quế” bừng thức	https://nhandan.vn/cao-son-ngoc-que-bung-thuc-post969375.html		
16/06/2026	6:22	Nhandan	Khác			Phát triển thuốc bảo vệ thực vật sinh học	https://nhandan.vn/phat-trien-thuoc-bao-ve-thuc-vat-sinh-hoc-post969372.html		
16/06/2026	6:17	Nhandan	Khác			Ngành bán lẻ chuyển dịch lợi thế cạnh tranh	https://nhandan.vn/nganh-ban-le-chuyen-dich-loi-the-canh-tranh-post969373.html		
16/06/2026	6:15	Nhandan	Khác			Giá trị cốt lõi từ cấp cơ sở	https://nhandan.vn/gia-tri-cot-loi-tu-cap-co-so-post969369.html		
16/06/2026	6:13	Nhandan	Khác			Vai trò cầu nối của Việt Nam thúc đẩy quan hệ ASEAN-Nga	https://nhandan.vn/vai-tro-cau-noi-cua-viet-nam-thuc-day-quan-he-asean-nga-post969370.html		
16/06/2026	6:00	Vneconomy	Bất Động Sản			[Bài 1] Hải Phòng Thu hơn 8.000 tỷ đồng từ 18 dự án đã giao đất	https://vneconomy.vn/bai-1-hai-phong-thu-hon-8000-ty-dong-tu-18-du-an-da-giao-dat.htm		
16/06/2026	5:57	Baochinhphu	Khác			Chuyên gia Nga: ASEAN giữ vị trí nổi bật trong số các đối tác châu Á của Nga	https://baochinhphu.vn/chuyen-gia-nga-doi-thoai-nga-asean-co-the-tro-thanh-hinh-mau-ve-phuong-thuc-hop-tac-moi-102260615220057996.htm		
16/06/2026	0:00	Baochinhphu	Khác			Quy định mới về quản lý xây dựng công trình nhà ở riêng lẻ	https://baochinhphu.vn/quy-dinh-moi-ve-quan-ly-xay-dung-cong-trinh-nha-o-rieng-le-102260615233257756.htm		
15/06/2026	23:49	Nhandan	Khác			Hà Nội phê duyệt dự án hơn 30 nghìn tỷ đồng cải tạo Hồ Tây và tuyến đường cảnh quan ven hồ	https://nhandan.vn/ha-noi-phe-duyet-du-an-hon-30-nghin-ty-dong-cai-tao-ho-tay-va-tuyen-duong-canh-quan-ven-ho-post969361.html		
15/06/2026	23:46	Nhandan	Thế Giới			Tổ chức nhiều hoạt động truyền thông nhân Ngày Bảo hiểm y tế Việt Nam	https://nhandan.vn/to-chuc-nhieu-hoat-dong-truyen-thong-nhan-ngay-bao-hiem-y-te-viet-nam-post969307.html		
15/06/2026	23:20	Baochinhphu	Thế Giới			Khuyến khích tận dụng đất, đá thải trong khai thác, chế biến khoáng sản để sản xuất vật liệu xây dựng	https://baochinhphu.vn/khuyen-khich-tan-dung-dat-da-thai-trong-khai-thac-che-bien-khoang-san-de-san-xuat-vat-lieu-xay-dung-102260615230418227.htm		
15/06/2026	23:14	Baochinhphu	Thế Giới			Nhiều quy định mới về hợp đồng xây dựng có hiệu lực từ 1/7/2026	https://baochinhphu.vn/nhieu-quy-dinh-moi-ve-hop-dong-xay-dung-co-hieu-luc-tu-1-7-2026-102260615224054153.htm		
15/06/2026	23:06	Vneconomy	Chứng Khoán			VN-Index vẫn cần thêm các tín hiệu xác nhận rõ ràng hơn để định hình xu hướng kế tiếp	https://vneconomy.vn/vn-index-van-can-them-cac-tin-hieu-xac-nhan-ro-rang-hon-de-dinh-hinh-xu-huong-ke-tiep.htm		
15/06/2026	23:04	Baochinhphu	Khác			Nâng cao năng lực cảng hàng không bảo đảm an ninh, thông minh, thân thiện	https://baochinhphu.vn/nang-cao-nang-luc-cang-hang-khong-bao-dam-an-ninh-thong-minh-than-thien-102260615215357268.htm		
15/06/2026	22:58	Baochinhphu	Khác			Phê chuẩn Phó Chủ tịch UBND tỉnh Thái Nguyên	https://baochinhphu.vn/phe-chuan-pho-chu-tich-ubnd-tinh-thai-nguyen-102260615213013246.htm		
15/06/2026	22:52	Nhandan	Khác			Quân chủng Phòng không-Không quân chúc mừng Báo Nhân Dân nhân kỷ niệm Ngày Báo chí Cách mạng Việt Nam	https://nhandan.vn/quan-chung-phong-khong-khong-quan-chuc-mung-bao-nhan-dan-nhan-ky-niem-ngay-bao-chi-cach-mang-viet-nam-post969355.html		
15/06/2026	22:44	Vietstock	Bất Động Sản			Chủ tịch Bolat: Coteccons sẽ không trở thành chủ đầu tư bất động sản, lợi nhuận năm 2026 dự kiến tăng 50%	http://vietstock.vn/2026/06/chu-tich-bolat-coteccons-se-khong-tro-thanh-chu-dau-tu-bat-dong-san-loi-nhuan-nam-2026-du-kien-tang-50-737-1454517.htm		
15/06/2026	22:44	BaoDautu	Khác			Ra mắt VETC Trạm sạc, liên thông 250 trạm sạc trên toàn quốc	https://baodautu.vn/ra-mat-vetc-tram-sac-lien-thong-250-tram-sac-tren-toan-quoc-d621164.html		
15/06/2026	22:44	BaoDautu	Khác			LOTTE MART triển khai khuyến mãi hè quy mô lớn	https://baodautu.vn/lotte-mart-trien-khai-khuyen-mai-he-quy-mo-lon-d621165.html		
15/06/2026	22:36	Baochinhphu	Khác			Có gì bên trong quy trình sản xuất mì ăn liền tại Acecook Việt Nam?	https://baochinhphu.vn/co-gi-ben-trong-quy-trinh-san-xuat-mi-an-lien-tai-acecook-viet-nam-10226061521130226.htm		
15/06/2026	22:34	Baochinhphu	Khác			Tổng Bí thư, Chủ tịch nước Tô Lâm tiếp Đại sứ Đan Mạch chào từ biệt	https://baochinhphu.vn/tong-bi-thu-chu-tich-nuoc-to-lam-tiep-dai-su-dan-mach-chao-tu-biet-102260615222544598.htm		
15/06/2026	22:31	Vietstock	Doanh Nghiệp			Coteccons muốn đổi mới ngành xây dựng, chờ thoái vốn Ricons và tham vọng đường sắt tốc độ cao	http://vietstock.vn/2026/06/coteccons-muon-doi-moi-nganh-xay-dung-cho-thoai-von-ricons-va-tham-vong-duong-sat-toc-do-cao-737-1454537.htm		
